datasheet_id,line,button,description
3972,1,•,"Any number of models can each have their malleus rocket launcher replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bombast field gun</li><li>1 heavy lascannon</li></ul>"
3973,1,•,This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.
3973,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"
3974,1,•,"This model’s inferno cannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 chem cannon</li><li>1 melta cannon</li></ul>"
3974,2,•,"This model’s heavy flamer can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 multi-melta</li></ul>"
3974,3,•,This model can be equipped with 1 hunter-killer missile.
3975,1,•,This model’s heavy bolter can be replaced with 1 heavy flamer.
3975,2,•,This model can be equipped with 1 hunter-killer missile.
3976,1,•,"Up to 4 Kasrkin Troopers can each have their hot-shot lasgun replaced with one of the following:*<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 hot-shot volley gun</li><li>1 meltagun</li><li>1 plasma gun</li></ul>"
3976,2,•,1 Kasrkin Trooper’s hot-shot lasgun can be replaced with 1 hot-shot marksman rifle.
3976,3,•,1 Kasrkin Trooper’s hot-shot lasgun can be replaced with 1 hot-shot laspistol and 1 melta mine.
3976,4,•,1 Kasrkin Trooper equipped with a hot-shot lasgun can be equipped with 1 vox-caster (that model’s hot-shot lasgun cannot be replaced).
3976,5,•,The Kasrkin Sergeant’s chainsword can be replaced with 1 power weapon.
3976,6,•,"The Kasrkin Sergeant’s hot-shot laspistol can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 plasma pistol.</li></ul>"
3976,7,*,* You cannot select the same weapon from this list more than twice per unit.
3977,1,•,1 Krieg Combat Engineer's autopistol and trench club can be replaced with 1 flamer and 1 close combat weapon.
3977,2,•,"1 Krieg Combat Engineer’s autopistol and trench club can be replaced with 1 autopistol, 1 remote mine and 1 close combat weapon."
3977,3,•,Any number of models can each have their autopistol and trench club replaced with 1 combat shotgun and 1 close combat weapon.
3977,4,•,"The Krieg Engineer Watchmaster’s autopistol can be replaced with one of the following:<br><ul style=""list-style-type:circle""><li>1 bolt pistol</li><li>1 hand flamer</li><li>1 plasma pistol</li></ul>"
3977,5,•,"The Krieg Engineer Watchmaster’s trench club can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 chainsword</li><li>1 power weapon</li></ul>"
3978,1,•,"Any number of Heavy Weapons Gunners can each have their lascannon replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Krieg heavy flamer</li><li>1 twin Krieg heavy stubber</li></ul>"
3979,1,•,"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"
3979,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"
3979,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
3979,4,•,This model can be equipped with 1 hunter-killer missile.
3980,1,•,"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"
3980,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"
3980,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
3980,4,•,This model can be equipped with 1 hunter-killer missile.
3981,1,•,"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"
3981,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"
3981,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
3981,4,•,This model can be equipped with 1 hunter-killer missile.
3982,1,•,"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"
3982,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"
3982,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
3982,4,•,This model can be equipped with 1 hunter-killer missile.
3983,1,•,"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"
3983,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"
3983,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
3983,4,•,This model can be equipped with 1 hunter-killer missile.
3984,1,•,"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"
3984,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"
3984,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
3984,4,•,This model can be equipped with 1 hunter-killer missile.
3985,1,•,"This model’s lascannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 heavy bolter</li><li>1 heavy flamer</li></ul>"
3985,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 multi-meltas</li><li>2 plasma cannons</li></ul>"
3985,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
3985,4,•,This model can be equipped with 1 hunter-killer missile.
3986,1,•,This model’s heavy bolter can be replaced with 1 heavy flamer.
3986,2,•,This model can be equipped with 1 hunter-killer missile.
3987,1,•,This model’s twin battle cannon can be replaced with 1 oppressor cannon and 1 coaxial autocannon.
3987,2,•,This model’s castigator gatling cannon can be replaced with 1 pulveriser cannon.
3987,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 meltaguns</li><li>2 additional heavy stubbers</li></ul>"
3987,4,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 multi-meltas</li></ul>"
3988,1,•,"Any number of models can each have their multi-laser replaced with one of the following:<ul style=""list-style-type:circle""><li>1 autocannon</li><li>1 heavy flamer</li><li>1 lascannon</li><li>1 missile launcher</li><li>1 plasma cannon</li></ul>"
3988,2,•,Any number of models can each be equipped with 1 Sentinel chainsaw.
3988,3,•,Any number of models can each be equipped with 1 hunter-killer missile.
3989,1,•,This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.
3989,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"
3990,1,•,This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.
3990,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"
3991,1,•,This model’s 2 twin heavy flamers can be replaced with 2 twin heavy bolters.
3991,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>2 lascannons and 2 twin heavy bolters</li><li>2 lascannons and 2 twin heavy flamers</li></ul>"
3992,1,•,This model’s heavy bolter can be replaced with 1 heavy flamer.
3992,2,•,This model can be equipped with 1 hunter-killer missile.
3993,1,•,None
3994,1,•,"This model’s 7 multi-lasers can be replaced with one of the following:<ul style=""list-style-type:circle""><li>7 heavy bolters</li><li>7 heavy flamers</li><li>7 lascannons</li></ul>"
3994,2,•,This model can be equipped with 1 hunter-killer missile.
3994,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
3995,1,•,This model’s heavy bolter can be replaced with 1 heavy flamer.
3995,2,•,This model can be equipped with 1 hunter-killer missile.
3995,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 storm bolter</li><li>1 heavy stubber</li></ul>"
3996,1,•,This model can be equipped with 1 hunter-killer missile.
3996,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
3997,1,•,"This model’s Carnodon twin autocannon can be replaced with one of the following:<ul style=""list-style-type:circle""><li>1 Carnodon twin lascannon</li><li>1 Carnodon twin multi-laser</li><li>1 volkite culverin</li></ul>"
3997,2,•,"This model’s 2 autocannons can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 lascannons</li><li>2 Militarum multi-lasers</li><li>2 volkite calivers</li></ul>"
3997,3,•,This model can be equipped with 1 hunter-killer missile.
3998,1,•,This model can be equipped with 1 hunter-killer missile.
3999,1,•,This model can be equipped with 1 hunter-killer missile.
3999,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
4000,1,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
4001,1,•,"Up to 2 Grenadier models can each have their hot-shot lasgun replaced with one of the following:<ul style=""list-style-type:circle""><li>1 flamer</li><li>1 grenade launcher</li><li>1 heavy stubber</li><li>1 meltagun</li><li>1 plasma gun</li><li>1 sniper rifle</li></ul>"
4002,1,•,"This model’s 2 heavy bolters can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 autocannons</li><li>2 heavy flamers</li><li>2 lascannons</li></ul>"
4002,2,•,This model can be equipped with 1 hunter-killer missile.
4002,3,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
4003,1,•,None
4004,1,•,This model can be equipped with 1 hunter-killer missile.
4004,2,•,"This model can be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy flamer</li><li>1 multi-melta</li></ul>"
4005,1,•,None
4006,1,•,"This model’s 2 Gorgon mortars can be replaced with one of the following:<ul style=""list-style-type:circle""><li>4 heavy bolters</li><li>4 heavy flamers</li><li>4 heavy stubbers</li></ul>"
4006,2,•,This model can be equipped with 1 hunter-killer missile.
4007,1,•,This model’s heavy bolter can be replaced with 1 heavy flamer.
4007,2,•,"This model can each be equipped with one of the following:<ul style=""list-style-type:circle""><li>1 heavy stubber</li><li>1 storm bolter</li></ul>"
4008,1,•,None
4009,1,•,None
4010,1,•,None
4011,1,•,"This model’s 2 heavy stubbers can be replaced with one of the following:<ul style=""list-style-type:circle""><li>2 heavy bolters</li><li>2 heavy flamers</li></ul>"
4011,2,•,This model can be equipped with 1 hunter-killer missile.
